"pattern"	"G527_1_P1A11_feces_S1"	"G527_10_P1A26_feces_S10"	"G527_11_P1A28_feces_S11"	"G527_12_P1A29_feces_S12"	"G527_13_P1A4_feces_S13"	"G527_14_P1A7_feces_S14"	"G527_15_P1A8_feces_S15"	"G527_16_P1A9_feces_S16"	"G527_17_P1A11_rumen_S17"	"G527_18_P1A13_rumen_S18"	"G527_19_P1A14_rumen_S19"	"G527_2_P1A13_feces_S2"	"G527_20_P1A19_rumen_S20"	"G527_21_P1A2_rumen_S21"	"G527_22_P1A20_rumen_S22"	"G527_23_P1A218_rumen_S23"	"G527_24_P1A22_rumen_S24"	"G527_25_P1A24_rumen_S25"	"G527_26_P1A25_rumen_S26"	"G527_27_P1A26_rumen_S27"	"G527_28_P1A29_rumen_S28"	"G527_29_P1A4_rumen_S29"	"G527_3_P1A14_feces_S3"	"G527_30_P1A7_rumen_S30"	"G527_31_P1A8_rumen_S31"	"G527_32_P1A9_rumen_S32"	"G527_33_P1A11_SNP_S33"	"G527_34_P1A13_SNP_S34"	"G527_35_P1A14_SNP_S35"	"G527_36_P1A19_SNP_S36"	"G527_37_P1A2_SNP_S37"	"G527_38_P1A20_SNP_S38"	"G527_39_P1A22_SNP_S39"	"G527_4_P1A19_feces_S4"	"G527_40_P1A24_SNP_S40"	"G527_41_P1A25_SNP_S41"	"G527_42_P1A26_SNP_S42"	"G527_43_P1A28_SNP_S43"	"G527_44_P1A29_SNP_S44"	"G527_45_P1A4_SNP_S45"	"G527_46_P1A7_SNP_S46"	"G527_47_P1A8_SNP_S47"	"G527_48_P1A9_SNP_S48"	"G527_49_2019_DNA_S49"	"G527_5_P1A2_feces_S5"	"G527_50_P2A1_feces_S50"	"G527_51_P2A10_feces_S51"	"G527_52_P2A14_feces_S52"	"G527_53_P2A16_feces_S53"	"G527_54_P2A18_feces_S54"	"G527_55_P2A19_feces_S55"	"G527_56_P2A20_feces_S56"	"G527_57_P2A21_feces_S57"	"G527_58_P2A22_feces_S58"	"G527_59_P2A26_feces_S59"	"G527_6_P1A20_feces_S6"	"G527_60_P2A27_feces_S60"	"G527_61_P2A28_feces_S61"	"G527_62_P2A29_feces_S62"	"G527_63_P2A7_feces_S63"	"G527_64_P2A9_feces_S64"	"G527_65_P2A1_rumen_S65"	"G527_66_P2A10_rumen_S66"	"G527_67_P2A14_rumen_S67"	"G527_68_P2A16_rumen_S68"	"G527_69_P2A18_rumen_S69"	"G527_7_P1A22_feces_S7"	"G527_70_P2A19_rumen_S70"	"G527_71_P2A20_rumen_S71"	"G527_72_P2A21_rumen_S72"	"G527_73_P2A22_rumen_S73"	"G527_74_P2A26_rumen_S74"	"G527_75_P2A27_rumen_S75"	"G527_76_P2A28_rumen_S76"	"G527_77_P2A29_rumen_S77"	"G527_78_P2A1_SNP_S78"	"G527_79_P2A10_SNP_S79"	"G527_8_P1A24_feces_S8"	"G527_80_P2A14_SNP_S80"	"G527_81_P2A16_SNP_S81"	"G527_82_P2A18_SNP_S82"	"G527_83_P2A19_SNP_S83"	"G527_84_P2A20_SNP_S84"	"G527_85_P2A21_SNP_S85"	"G527_86_P2A22_SNP_S86"	"G527_87_P2A26_SNP_S87"	"G527_88_P2A27_SNP_S88"	"G527_89_P2A28_SNP_S89"	"G527_9_P1A25_feces_S9"	"G527_90_P2A29_SNP_S90"	"G527_91_P2A7_SNP_S91"	"G527_92_P2A9_SNP_S92"	"G527_93_NoTemplate-DNAextraction1_S93"	"G527_94_NoTemplate-DNAextraction2_S94"	"G527_95_MockCommunity_S95"	"G527_96_NoTemplate-LibraryPrep_S96"
"Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|Lipopeptides|Colistin-resistant_mutant|PHOP|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0
"Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	351	1
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	1904	64	510	2366	290	328	46	130	44	36	30	180	24	44	14	70	64	64	10	28	90	12	378	18	28	24	0	0	0	0	0	0	0	310	0	0	0	10	0	0	0	0	0	0	156	28	32	66	52	194	80	102	42	58	32	132	68	34	66	40	36	2	0	0	0	2	286	4	6	24	4	4	6	12	12	0	12	226	8	0	0	0	4	2	2	0	2	0	224	2	0	0	4	0	3750	0
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	839	107	308	1161	624	622	78	332	156	131	62	473	16	165	59	182	96	132	57	118	247	32	533	57	119	84	0	1	0	0	0	0	0	528	1	0	0	0	0	0	0	0	0	0	459	112	124	122	75	136	69	130	131	73	85	285	156	75	131	153	153	9	0	0	7	6	482	23	12	36	11	30	39	24	18	0	34	393	12	0	0	0	0	0	0	0	0	0	436	0	0	0	3	0	1874	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1021	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation"	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0
"Drugs|Lipopeptides|Defensin-resistant_mutant|YKKCL|RequiresSNPConfirmation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0
"Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation"	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
"Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB"	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ"	0	0	0	0	1	0	0	0	51	61	33	0	13	63	27	63	53	43	22	66	45	5	0	25	18	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	8	6	2	4	7	45	9	24	9	19	25	0	16	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	7	6	12	11	23	84	9	25	28	23	17	19	5	39	27	27	26	19	11	15	63	4	38	15	10	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	50	20	0	1	2	0	6	6	6	2	0	16	12	0	17	5	2	6	0	0	3	4	19	4	4	5	6	5	2	7	4	0	5	33	6	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERM"	16	3	14	6	19	10	0	4	0	0	0	5	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	1	0	2	4	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERM32"	20	8	32	6	32	24	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	26	10	2	2	0	0	0	2	12	8	4	24	6	0	4	10	8	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMB"	125	0	0	502	1	90	0	0	0	1	0	36	0	0	36	0	18	18	36	36	72	1	36	18	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	18	0	18	180	1	18	0	0	0	0	0	0	18	18	0	0	0	0	1	0	54	0	0	0	18	0	0	0	19	0	0	36	0	0	0	0	0	0	0	0	0	18	36	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMF"	328	102	589	205	684	410	48	168	0	0	18	139	0	6	18	18	0	0	18	0	6	0	24	6	12	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	162	42	84	18	24	36	0	12	30	42	72	150	24	12	66	42	24	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMG"	24	9	81	9	111	75	15	57	0	0	0	18	0	0	0	3	3	0	3	6	6	0	12	3	3	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	21	54	9	24	0	0	18	18	26	21	9	39	6	9	51	12	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMQ"	0	0	2	1	22	16	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMR"	2	0	4	1	7	2	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	2	3	3	0	1	4	0	1	4	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMT"	11	0	12	14	21	8	3	18	0	0	0	5	0	0	1	0	0	1	1	0	1	3	3	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	12	0	1	8	0	7	9	9	0	3	12	0	4	13	3	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|ERMX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|LLMA"	1	1	1	1	5	5	1	9	1	1	1	2	0	2	0	3	1	4	2	8	7	0	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	1	1	2	0	0	0	1	1	3	1	4	0	1	3	1	1	0	0	0	0	1	6	2	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|MYRA"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|23S_rRNA_methyltransferases|RLMH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	33	18	121	57	163	123	15	104	6	6	0	104	18	9	23	10	13	6	3	23	14	0	58	25	4	3	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	350	23	14	9	7	9	17	13	16	10	17	104	19	18	12	24	2	3	0	0	3	3	133	1	2	0	7	0	1	5	0	0	1	80	4	0	0	0	8	13	0	8	0	0	222	0	0	0	0	0	0	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB"	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	2	2	2	5	2	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	683	457	1808	1135	2124	2994	314	1528	256	295	129	1613	58	458	218	395	305	225	136	322	766	80	2093	176	269	204	0	0	0	0	0	0	0	2235	0	0	0	0	0	0	0	1	1	0	1963	446	327	439	290	480	340	551	361	422	354	1505	556	218	605	559	197	27	0	0	19	23	2519	31	31	87	38	47	25	42	71	2	34	1635	22	0	0	0	3	2	0	0	3	0	2010	1	1	0	0	0	0	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG"	114	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP"	7	1	0	6	51	73	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	1	1	3	3	1	0	1	2	1	4	6	1	1	0	3	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_esterases|EREB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_glycosyltransferases|MGT"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_glycosyltransferases|OLED"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	967	1	349	281	33	6	1	9	0	0	0	26	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	26	1	8	0	0	11	2	1	9	0	1	14	2	2	2	2	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	5	0	159	0
"Drugs|MLS|Macrolide_phosphotransferases|MPHC"	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_phosphotransferases|MPHK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
"Drugs|MLS|Macrolide_phosphotransferases|MPHN"	16	2	16	14	70	20	7	19	0	0	0	49	0	1	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	40	6	2	0	3	0	0	1	3	1	4	28	3	0	4	3	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide_phosphotransferases|MPHO"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	678001	205465	606088	565499	739135	817687	104566	369003	192599	193253	136290	466350	49750	215613	87783	215785	183351	161951	99731	208312	331172	57740	500780	73166	154632	113703	1728	133	261	189	336	42	274	470155	320	72	185	4853	68	17	11	145	54	20	644811	106263	72053	79081	61468	120060	69413	130819	75889	80749	86823	403895	117557	70496	121797	115542	78748	30796	8	134	17564	20846	608277	21083	31504	87005	27493	44716	30744	51770	49704	236	34672	468976	28351	12	16	6	902	1026	202	467	737	121	534181	128	8	0	1115	304	230246	42
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA"	2	2	0	3	2	6	2	7	6	2	12	0	0	0	1	0	0	14	16	1	7	0	6	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	1	1	0	1	3	1	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2525	0
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA"	0	0	0	10	0	5	0	10	5	45	0	0	21	0	281	0	55	0	40	95	5	230	5	105	70	30	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	12	0	10	5	0	0	0	0	5	5	10	0	0	0	5	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
