"count"	"nhits"	"name"	"class"	"type"	"protein"	"gene"	"farm"	"animal"	"sample"	"site"
1	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXD"	"2"	"18"	"69"	"rumen"
2	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"2"	"18"	"69"	"rumen"
1	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXI"	"2"	"18"	"69"	"rumen"
34	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"2"	"18"	"69"	"rumen"
2	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"2"	"18"	"69"	"rumen"
2	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEY"	"2"	"18"	"69"	"rumen"
4	56913	"G527_69_P2A18_rumen_S69"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"ADEN"	"2"	"18"	"69"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"MEXW"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"VMEB"	"2"	"16"	"68"	"rumen"
14	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA"	"2"	"16"	"68"	"rumen"
26	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARY"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"	"2"	"16"	"68"	"rumen"
8	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT9"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"	"2"	"16"	"68"	"rumen"
7	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"	"2"	"16"	"68"	"rumen"
11534	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RPSL"	"2"	"16"	"68"	"rumen"
1365	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"2"	"16"	"68"	"rumen"
1079	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"2"	"16"	"68"	"rumen"
1079	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CFIA"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"	"2"	"16"	"68"	"rumen"
1079	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"ARNA"	"2"	"16"	"68"	"rumen"
177	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"2"	"16"	"68"	"rumen"
24	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA"	"2"	"16"	"68"	"rumen"
29	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	"2"	"16"	"68"	"rumen"
8	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"2"	"16"	"68"	"rumen"
4	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANXA"	"2"	"16"	"68"	"rumen"
4	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	"RPOC"	"2"	"16"	"68"	"rumen"
3	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"	"2"	"16"	"68"	"rumen"
7	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	"RPOCL"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMI"	"2"	"16"	"68"	"rumen"
8	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMJ"	"2"	"16"	"68"	"rumen"
3	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"CFR"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"	"2"	"16"	"68"	"rumen"
3	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"	"2"	"16"	"68"	"rumen"
19	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUC"	"2"	"16"	"68"	"rumen"
17564	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEB"	"2"	"16"	"68"	"rumen"
22	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"	"2"	"16"	"68"	"rumen"
6	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATE"	"2"	"16"	"68"	"rumen"
494	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MACB"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SALA"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SRMB"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TLRCM"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"2"	"16"	"68"	"rumen"
1297	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"2"	"16"	"68"	"rumen"
6	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	"P16S"	"2"	"16"	"68"	"rumen"
270	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"2"	"16"	"68"	"rumen"
513	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"2"	"16"	"68"	"rumen"
251	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET35"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"OTRA"	"2"	"16"	"68"	"rumen"
29	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET32"	"2"	"16"	"68"	"rumen"
152	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"2"	"16"	"68"	"rumen"
50	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET44"	"2"	"16"	"68"	"rumen"
2201	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	"2"	"16"	"68"	"rumen"
1132	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	"2"	"16"	"68"	"rumen"
4762	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	"2"	"16"	"68"	"rumen"
1147	46443	"G527_68_P2A16_rumen_S68"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CORR"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"ACN"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODA"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"	"2"	"16"	"68"	"rumen"
3	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CUEA"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RECGM"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSA"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRB"	"2"	"16"	"68"	"rumen"
4	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRF"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ADEG"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"AXY"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXD"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXQ"	"2"	"16"	"68"	"rumen"
4	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"2"	"16"	"68"	"rumen"
2	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"2"	"16"	"68"	"rumen"
5	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"	"2"	"16"	"68"	"rumen"
1	46443	"G527_68_P2A16_rumen_S68"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGB"	"2"	"16"	"68"	"rumen"
3	622	"G527_67_P2A14_rumen_S67"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_ABC_efflux_pump"	"SMRA"	"2"	"14"	"67"	"rumen"
6	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"	"2"	"14"	"67"	"rumen"
8	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"	"2"	"14"	"67"	"rumen"
112	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"2"	"14"	"67"	"rumen"
14	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"2"	"14"	"67"	"rumen"
7	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"2"	"14"	"67"	"rumen"
7	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"2"	"14"	"67"	"rumen"
2	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"	"2"	"14"	"67"	"rumen"
7	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"2"	"14"	"67"	"rumen"
8	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"2"	"14"	"67"	"rumen"
134	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"2"	"14"	"67"	"rumen"
3	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	"2"	"14"	"67"	"rumen"
12	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"2"	"14"	"67"	"rumen"
122	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"2"	"14"	"67"	"rumen"
4	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"2"	"14"	"67"	"rumen"
5	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB"	"2"	"14"	"67"	"rumen"
4	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"2"	"14"	"67"	"rumen"
30	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	"2"	"14"	"67"	"rumen"
90	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	"2"	"14"	"67"	"rumen"
15	622	"G527_67_P2A14_rumen_S67"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"2"	"14"	"67"	"rumen"
1	622	"G527_67_P2A14_rumen_S67"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"	"2"	"14"	"67"	"rumen"
2	622	"G527_67_P2A14_rumen_S67"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERA"	"2"	"14"	"67"	"rumen"
1	622	"G527_67_P2A14_rumen_S67"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"NCZA"	"2"	"14"	"67"	"rumen"
1	622	"G527_67_P2A14_rumen_S67"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RECGM"	"2"	"14"	"67"	"rumen"
1	622	"G527_67_P2A14_rumen_S67"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZRA"	"2"	"14"	"67"	"rumen"
2	622	"G527_67_P2A14_rumen_S67"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"2"	"14"	"67"	"rumen"
20	622	"G527_67_P2A14_rumen_S67"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"2"	"14"	"67"	"rumen"
1	622	"G527_67_P2A14_rumen_S67"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"2"	"14"	"67"	"rumen"
8	91	"G527_66_P2A10_rumen_S66"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"2"	"10"	"66"	"rumen"
1	91	"G527_66_P2A10_rumen_S66"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"2"	"10"	"66"	"rumen"
80	91	"G527_66_P2A10_rumen_S66"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"2"	"10"	"66"	"rumen"
2	91	"G527_66_P2A10_rumen_S66"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBC"	"2"	"10"	"66"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"MEXW"	"2"	"1"	"65"	"rumen"
10	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA"	"2"	"1"	"65"	"rumen"
29	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"2"	"1"	"65"	"rumen"
12	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARY"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_efflux_pumps"	"KDPE"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"	"2"	"1"	"65"	"rumen"
148	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"	"2"	"1"	"65"	"rumen"
10	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT9"	"2"	"1"	"65"	"rumen"
20550	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RPSL"	"2"	"1"	"65"	"rumen"
2496	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"2"	"1"	"65"	"rumen"
2080	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"2"	"1"	"65"	"rumen"
2080	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"2"	"1"	"65"	"rumen"
6	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ACI"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAA"	"2"	"1"	"65"	"rumen"
296	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"	"2"	"1"	"65"	"rumen"
2	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CFIA"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"MECD"	"2"	"1"	"65"	"rumen"
2080	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"UGD"	"2"	"1"	"65"	"rumen"
373	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"2"	"1"	"65"	"rumen"
42	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA"	"2"	"1"	"65"	"rumen"
25	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	"2"	"1"	"65"	"rumen"
13	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"2"	"1"	"65"	"rumen"
9	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSA"	"2"	"1"	"65"	"rumen"
5	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	"RPOC"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"	"2"	"1"	"65"	"rumen"
1	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"	"2"	"1"	"65"	"rumen"
3	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"	"2"	"1"	"65"	"rumen"
2	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOBL"	"2"	"1"	"65"	"rumen"
9	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	"RPOCL"	"2"	"1"	"65"	"rumen"
5	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMJ"	"2"	"1"	"65"	"rumen"
6	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"CFR"	"2"	"1"	"65"	"rumen"
3	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"	"2"	"1"	"65"	"rumen"
27	85052	"G527_65_P2A1_rumen_S65"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUC"	"2"	"1"	"65"	"rumen"
