"pattern"	"count"	"nhits"	"sample"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	77	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	1073	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	544	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET35"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET42"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|OTRA"	2	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	40	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	72	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44"	127	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	3555	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	3122	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	8956	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	2020	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	10	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|CORR"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	2	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	2	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	2	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	5	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	4	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	16	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	6	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	3	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	6	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	4	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	136	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|SMET"	1	82636	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_75_P2A27_rumen_S75.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	34	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	54	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	12	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME"	28	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	27	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	50	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME"	15	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	32915	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	3891	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	3018	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	3018	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|betalactams|Class_A_betalactamases|ACI"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|betalactams|Class_A_betalactamases|TEM"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|betalactams|Class_B_betalactamases|CFIA"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	3018	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	565	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	88	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	66	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	11	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	12	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Glycopeptides|VanA-type_resistance_protein|VANA"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation"	24	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Glycopeptides|VanG-type_regulator|VANRG"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	30	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ"	24	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	5	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	47	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	44716	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA"	170	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	1382	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRC"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAC"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALA"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	11	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TAEA"	5	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	8	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	6	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	3733	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	71	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	161	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	1483	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	852	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET35"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC"	20	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|OTRA"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	60	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	80	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44"	176	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	5510	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	3705	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	15666	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	3558	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARST"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	10	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	14	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|CORR"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	6	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	6	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	9	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	10	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	4	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	3	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	2	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES"	1	128515	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_74_P2A26_rumen_S74.txt"
